ISBN,登録番号,受入日,書名,書名かな,副書名,副書名かな,叢書名等,叢書名等かな,著者名,著者名かな,媒体種別,分類記号,図書記号,巻冊記号,出版社,版年,頁数,判型,本体価格,TRCMARCNO,内容紹介,件名,財源,受入先,価格,保管場所,別置記号,備考,付記事項,注記,除籍フラグ,除籍年月日,除籍番号,除籍理由,不明図書フラグ,不明日,不明理由,未点検回数,帯出禁止フラグ,バーコード印刷済フラグ,背ラベル印刷済フラグ,任意項目
,43570,2009/04/01,天才の栄光と挫折／数学者列伝,ﾃﾝｻｲﾉｴｲｺｳﾄｻﾞｾﾂ/ｽｳｶﾞｸｼｬﾚﾂﾃﾞﾝ,,,新潮選書,,藤原　正彦,ﾌｼﾞﾜﾗﾏｻﾋｺ,,410.28,ﾌﾏ,,新潮社,2008,217,20,1100,,ニュートン、関孝和、ガロワ、ハミルトン、コワレフスカヤ、ラマヌジャン、チューリング、ワイル、ワイルズ。いずれおとらず、天才という呼称をほしいままにした九人の数学者たち。が、選ばれし者ゆえの栄光が輝かしくあればあるほど、凡人の何倍もの深さの孤独や失意に、彼らは苦悶していたのではなかったか。同業ならではの深い理解で綴る錚々たる列伝。神の声を求めた人―アイザック・ニュートン主君のため、己のため―関孝和パリの混沌に燃ゆ―エヴァリスト・ガロワアイルランドの情熱―ウィリアム・ハミル,数学者∥スウガクシャ      →和算家∥ワサンカ      →数学∥スウガク,寄付,涌井先生2009,,,,,２００９．０４．０１　涌井先生寄贈,,False,,,,False,,,,False,True,False,,
,43571,2009/04/01,華族夫人の忘れもの／新・御宿かわせみ,ｶｿﾞｸﾌｼﾞﾝﾉﾜｽﾚﾓﾉ/ｼﾝｵﾝﾔﾄﾞｶﾜｾﾐ,,,,,平岩　弓枝,ﾋﾗｲﾜﾕﾐｴ,,913.6,ﾋﾕ,,文藝春秋,2008,320,20,1400,,「かわせみ」に逗留する華族夫人・蝶子は思いのほか気さくな人柄だが、築地居留地で賭事に興じて千春を心配させる。果たしてその正体は？表題作ほか、千春が麻太郎の出生の秘密を知る「西洋宿館の亡霊」など全六篇。／華族夫人の忘れもの／士族の娘／牛鍋屋あんじゅ／麻太郎の休日／春風の殺人／西洋宿館の亡霊,,寄付,涌井先生2009,,,,,２００９．０４．０１　涌井先生寄贈,,False,,,,False,,,,False,True,False,,
,43572,2009/04/01,世田谷一家殺人事件／侵入者たちの告白,ｾﾀｶﾞﾔｲｯｶｻﾂｼﾞﾝｼﾞｹﾝ/ｼﾝﾆｭｳｼｬﾀﾁﾉｺｸﾊｸ,,,,,齋藤　寅,ｻｲﾄｳｼﾝ,,368.61,ｻｼ,,草思社,2006,254,20,1400,,いったい誰が、何の目的で、あの残虐な事件を引き起こしたのか？事件を追い続けたジャーナリストがたどりついたのは、まさに戦慄すべき事実だった──。決定的証拠をもとに、実行犯を特定した驚愕のスクープ！【目次】第１章　膨大な遺留品第２章　クリミナル・グループ第３章　消えたベトナム人第４章　メンバーとの接触第５章　曽根崎風俗嬢殺し第６章　狙われた身元引受人第７章　犯罪ネットワーク第８章　一致した指紋第９章　決定的証言第10章　2000年12月30日第11章　知,殺人 -- 東京都世田谷区∥サツジン -- トウキョウトセタガヤク,寄付,涌井先生2009,,,,,２００９．０４．０１　涌井先生寄贈,,False,,,,False,,,,False,True,False,,
,43573,2009/04/01,吉本興業の正体,ﾖｼﾓﾄｺｳｷﾞｮｳﾉｼｮｳﾀｲ,,,,,増田　晶文,ﾏｽﾀﾞﾏｻﾌﾐ,,779.06,ﾏﾏ,,草思社,2007,398,20,1900,,創業１９１２年、間もなく１００年の歴史を数える日本最古にして最強の芸能プロダクション・吉本興業。１０００人近い所属芸人・タレントでテレビ界を埋め尽くし、その供給のみならず番組の企画・制作、配信まですべてを押さえて、いまや年商５００億円に迫る勢いの順風満帆。トップが替わろうが人気タレントが翳ろうがその増殖は留まるところを知らず、いまや「大阪」という服も脱ぎ捨てて全国区を制覇、さらに異業種や海外市場をも侵食しはじめている。かつて大阪ローカルだったはずのこの「会社」はいったい何を目論んでいるのか？世,,寄付,涌井先生2009,,,,,２００９．０４．０１　涌井先生寄贈,,False,,,,False,,,,False,True,False,,
,43574,2009/04/01,ズッコケ中年三人組　ａｇｅ４３,ｽﾞｯｺｹﾁｭｳﾈﾝｻﾝﾆﾝｸﾞﾐｴｲｼﾞ43,,,,,那須　正幹,ﾅｽﾏｻﾓﾄ,,913.6,ﾅﾏ,4,ポプラ社,2008,279,20,1000,,あのハチベエが裁判員に選出された！国民の義務？裁判員になっても困らないために。著者紹介那須正幹［ナスマサモト］１９４２年、広島に生まれる。島根農科大学林学科卒業後、文筆生活にはいる。主な作品に、１９７８年発表の『それいけズッコケ三人組』をはじめとする「ズッコケ三人組」シリーズ（巌谷小波賞）があり、２００４年１２月『ズッコケ三人組の卒業式』で完結した。ほかにも『さぎ師たちの空』（路傍の石文学賞）、「お江戸の百太郎」シリーズ（日本児童文学者協会賞）『ズッコケ三人組のバック・トゥ・ザ・フ,,寄付,涌井先生2009,,,,,２００９．０４．０１　涌井先生寄贈,,False,,,,False,,,,False,True,False,,
,43575,2009/04/01,のぼうの城,ﾉﾎﾞｳﾉｼﾛ,,,,,和田　竜,ﾜﾀﾞﾘｭｳ,,913.6,ﾜﾘ,,小学館,2008,333,20,1500,,時は乱世。天下統一を目指す秀吉の軍勢が唯一、落とせない城があった。武州・忍城。周囲を湖で囲まれ、「浮城」と呼ばれていた。城主・成田長親は、領民から「のぼう様」と呼ばれ、泰然としている男。智も仁も勇もないが、しかし、誰も及ばぬ「人気」があった―。著者紹介和田竜［ワダリョウ］６９年１２月、大阪府生まれ。早稲田大学政治経済学部卒。０３年に、本作と同内容の「忍ぶの城」で、脚本界の大きな新人賞である「第２９回城戸賞」を受賞。小説は、『のぼうの城』がデビュー作となる,,寄付,涌井先生2009,,,,,２００９．０４．０１　涌井先生寄贈,,False,,,,False,,,,False,True,False,,
,43576,2009/04/01,スポーツ中継／知られざるテレビマンたちの矜恃,ｽﾎﾟｰﾂﾁｭｳｹｲ/ｼﾗﾚｻﾞﾙﾃﾚﾋﾞﾏﾝﾀﾁﾉｷﾝｼﾞ,,,,,梅田　明宏,ｳﾒﾀﾞｱｷﾋﾛ,,699.65,ｳｱ,,現代書館,2008,289,20,2000,,スポーツ中継番組の草創期から活躍したテレビマンたちに取材し、スポーツ番組の使命・何を伝えるべきかという問題に対峙し現場で答えを見つけていったテレビマンたちの感動的な姿勢を描く。第１章　パイオニアたち―「スポーツをドラマティックに撮る」ということ第２章　新たな役割と可能性―古き良き時代に許されたこと第３章　不可能を可能にする戦い―伝えるべきもの。変えてはいけないもの第４章　究極の映像表現を目指して―積み重ねられたものと、自分の色第５章　押し寄せる時代の波―普遍なき時代のなかで普遍,放送番組∥ホウソウバングミ      →: 上位語: 放送事業∥ホウソウジギョウ      →: 下位語: テレビ・ドラマ∥テレビドラマ      →: 下位語: 放送劇∥ホウソウゲキ      →: 下位語: 子供番組∥コドモバングミ      →: 下位語: 放送ニュース∥ホウソウニュース      →: 関連語: アナウンサー      →: 関連語: ディスク・ジョッキー∥ディスクジョッキー      →: 関連語: プロデューサー      →: 関連語: 視,寄付,涌井先生2009,,,,,２００９．０４．０１　涌井先生寄贈,,False,,,,False,,,,False,True,False,,
,43577,2009/04/01,犯意／その罪の読み取り方,ﾊﾝｲ/ｿﾉﾂﾐﾉﾖﾐﾄﾘｶﾀ,,,,,乃南　アサ／園田　寿．解説,ﾉﾅﾐｱｻ/ｿﾉﾀﾞﾋｻｼ.ｶｲｾﾂ,,913.6,ﾉｱ,,新潮社,2008,381,20,1500,,マスコミは報じない犯人の心理に至るまで、ミステリーの名手がこの上なくリアルに描く１２の短編小説。じっくり読んで事件を追体験した後は、熟達の法律家が裁判のポイントをわかりやすく解説する。証拠は十分？過去の判例はどうなってる？裁判員制度に備える最強のコラボレーション。娘をDV夫に殺させた母親の罪、どう裁く？　裁判員制度が始まればアナタが裁く１2の事件。リアルな短篇と「誰でもわかる法律解説」の絶妙コラボレーション！ 著者紹介乃南アサ［ノナミアサ］１９６０（昭和３５）年、東京生れ。,,寄付,涌井先生2009,,,,,２００９．０４．０１　涌井先生寄贈,,False,,,,False,,,,False,True,False,,
,43578,2009/04/01,なぜ君は絶望と闘えたのか／本村洋の３３００日,ﾅｾﾞｷﾐﾊｾﾞﾂﾎﾞｳﾄﾀﾀｶｴﾀﾉｶ/ﾓﾄﾑﾗﾋﾛｼﾉ3300ﾆﾁ,,,,,門田　隆将／本村　洋,ｶﾄﾞﾀﾘｭｳｼｮｳ/ﾓﾄﾑﾗﾋﾛｼ,,326.23,ｶﾘ,,新潮社,2008,255,20,1300,,判決、死刑―。最愛の妻子が殺害されたあの日から、九年。司法への義憤を抱え、時に死すら考えながら、長き日々を苦闘し続けた、一人の青年の軌跡。光市母子殺害事件を圧倒的な事実と秘話で綴る感動の記録。驚愕の光景死に化粧難病と授かった命逮捕された少年渡された一冊の本破り捨てられた辞表生きるための闘い正義を捨てた裁判官凄まじい検事の執念明るみに出たＦの本音「死刑」との格闘敗北からの道現れた新しい敵熾烈な攻防弁護団の致命的ミス辿り着いた,殺人 -- 日本∥サツジン -- ニホン  刑事裁判 -- 日本∥ケイジサイバン -- ニホン,寄付,涌井先生2009,,,,,２００９．０４．０１　涌井先生寄贈,,False,,,,False,,,,False,True,False,,
,43579,2009/04/01,螺鈿迷宮,ﾗﾃﾞﾝﾒｲｷｭｳ,,,,,海堂　尊,ｶｲﾄﾞｳﾀｹﾙ,,913.6,ｶﾀ,,角川書店,2008,389,20,1600,,医療界を震撼させたバチスタ・スキャンダルから１年半。東城大学の医学生・天馬は、留年を繰り返し医学の道をリタイア寸前だった。ある日、幼なじみの記者・葉子から「碧翠院桜宮病院に潜入できないか」と依頼を受ける。桜宮病院は、老人介護センター、ホスピス施設と寺院を一体化した複合型病院で、終末期医療の先端施設として注目を集めていた。しかし、その経営には黒い噂が絶えないという。天馬は看護ボランティアとして桜宮病院に通い始めるが、ある時から疑念を感じる。「この病院、あまりにも人が死にすぎる」と…。,,寄付,涌井先生2009,,,,,２００９．０４．０１　涌井先生寄贈,,False,,,,False,,,,False,True,False,,
,43580,2009/04/01,イノセント・ゲリラの祝祭,ｲﾉｾﾝﾄｹﾞﾘﾗﾉｼｭｸｻｲ,,,,,海堂　尊,ｶｲﾄﾞｳﾀｹﾙ,,913.6,ｶﾀ,,宝島社,2008,373,20,1500,,映画化、テレビドラマ化もされた第４回『このミス』大賞受賞作の『チーム・バチスタの栄光』は累計３２０万部突破、続編の『ナイチンゲールの沈黙』も１４０万部を突破し、驚異の新人と謳われる海堂尊。彼の原点でもある「田口・白鳥シリーズ」の最新刊がいよいよ登場です！　　今回の舞台は厚生労働省。なんと、窓際医師の田口が、ロジカルモンスター白鳥の本丸・医療事故調査委員会に殴り込み！？　　グズグズな医療行政を田口・白鳥コンビは変えることができるのか……。１年半ぶりに戻ってきた彼らの活躍にご期待ください。,,寄付,涌井先生2009,,,,,２００９．０４．０１　涌井先生寄贈,,False,,,,False,,,,False,True,False,,
,43581,2009/04/01,官邸崩壊／安倍政権迷走の一年,ｶﾝﾃｲﾎｳｶｲ/ｱﾍﾞｾｲｹﾝﾒｲｿｳﾉｲﾁﾈﾝ,,,,,上杉　隆,ｳｴｽｷﾞﾀｶｼ,,312.1,ｳﾀ,,新潮社,2007,236,20,1400,,二〇〇六年九月、支持率七〇％を誇り華麗なる船出を果たした安倍政権。直後、前任者が果たせなかった中韓への電撃訪問を成し遂げ、輝かしいスタートダッシュを見せていた。その十ヶ月後、支持率が二〇％台に落ち込む惨状を、誰一人想像していなかった…。機能強化を謳いあげた首相官邸は、いかにして坂道を転げ落ちていったのか。安倍政権迷走の一年を検証する。序章　錯誤第１章　華麗なる船出第２章　瓦解の萌芽第３章　破綻する側近政治第４章　自縄自縛第５章　ドミノ倒し終章　呪縛,日本 -- 政治∥ニホン -- セイジ  個人名件名     安倍晋三 (1954-)∥アベシンゾウ,寄付,涌井先生2009,,,,,２００９．０４．０１　涌井先生寄贈,,False,,,,False,,,,False,True,False,,
,43582,2009/04/01,気をつけ、礼。,ｷｦﾂｹ､ﾚｲ｡,,,,,重松　清,ｼｹﾞﾏﾂｷﾖｼ,,913.6,ｼｷ,,新潮社,2008,230,20,1400,,僕は、あの頃の先生より歳をとった―それでも、先生はずっと、僕の先生だった。受験の役には立たなかったし、何かを教わったんだということにさえ、若いうちは気づかなかった。オトナになってからわかった…画家になる夢に破れた美術教師、ニール・ヤングを教えてくれた物理の先生、怖いけど本当は優しい保健室のおばちゃん。教師と教え子との、懐かしく、ちょっと寂しく、決して失われない物語。時が流れること、生きていくことの切なさを、やさしく包みこむ全六篇。僕は、あの頃の先生より歳をとった──それでも、先,,寄付,涌井先生2009,,,,,２００９．０４．０１　涌井先生寄贈,,False,,,,False,,,,False,True,False,,
,43583,2009/04/01,誘拐／ＫＩＤＮＡＰＰＩＮＧ,ﾕｳｶｲ,,,,,五十嵐　貴久,ｲｶﾞﾗｼﾀｶﾋｻ,,913.6,ｲﾀ,,双葉社,2008,452,20,1500,,韓国大統領来日―。歴史的な条約締結を控え、全警察力が大統領警護に集まる中、事件は起きた。少女誘拐―。全く痕跡を残さない犯人に、大混乱に陥る警視庁。謎が臆測を呼び、臆測は疑念に変わる。ベストセラー『交渉人』の興奮再び！稀代のエンターテイナーが贈る超驚の警察小説。著者紹介五十嵐貴久［イガラシタカヒサ］１９６１年東京都生まれ。成蹊大学文学部卒業。２００２年より作家活動に入る,,寄付,涌井先生2009,,,,,２００９．０４．０１　涌井先生寄贈,,False,,,,False,,,,False,True,False,,
,43584,2009/04/02,ヤメ検／司法エリートが利欲に転ぶとき,ﾔﾒｹﾝ/ｼﾎｳｴﾘｰﾄｶﾞﾘﾖｸﾆｺﾛﾌﾞﾄｷ,,,,,森　功,ﾓﾘｲｻｵ,,327.13,ﾓｲ,,新潮社,2008,292,20,1500,,かつて巨悪を暴き「検察のエース」と呼ばれていた者たちが、退官後には一転して裏社会の代理人として古巣と対峙する―。彼らは「正義」を捨てたのか？驚愕のインサイドレポート。第１章　バブルの罠第２章　防衛汚職の真相第３章　関西検察の地殻変動第４章　制度疲労第５章　挫折、その後第６章　つぶれた吉本興業捜査第７章　審判第８章　弁護士失格著者紹介森功［モリイサオ］１９６１年、福岡県生まれ。岡山大学文学部卒。新潮社勤務などを経て、フリーランスのノンフィクショ,検察 -- 日本∥ケンサツ -- ニホン  弁護士 -- 日本∥ベンゴシ -- ニホン,寄付,涌井先生2009,,,,,２００９．０４．０１　涌井先生寄贈,,False,,,,False,,,,False,True,False,,
,43585,2009/04/02,政治のこと　よくわからないまま社会人になってしまった人へ,ｾｲｼﾞﾉｺﾄﾖｸﾜｶﾗﾅｲﾏﾏｼｬｶｲｼﾞﾝﾆﾅｯﾃｼﾏｯﾀﾋﾄﾍ,,,,,池上　彰,ｲｹｶﾞﾐｱｷﾗ,,312.1,ｲｱ,,海竜社,2008,231,21,1500,,「民主主義とは？」「内閣とは？」「衆議院と参議院の違いは？」「国会議員の仕事は？給料は？」「各省庁の役割は？」世界でいちばんやさしい「政治」の本。第１章　「政治」とは何か？（「政治」とは何か？；「民主主義」とは何か？；朝鮮民主主義人民共和国は「民主主義国家」なのか？；日本の政治のしくみ）第２章　「選挙」とは何か？（選挙は社会において、どんな役割があるのか？；「普通選挙」はいつ、どのように始まったのか？；選挙制度はどのようになっているのか？；「一票の重み」はすべて同じなのか？；政治家が選挙を,日本 -- 政治∥ニホン -- セイジ,寄付,涌井先生2009,,,,,２００９．０４．０１　涌井先生寄贈,,False,,,,False,,,,False,True,False,,
,43586,2009/04/02,なぜ、日本が太陽光発電で世界一になれたのか,ﾅｾﾞ､ﾆﾎﾝｶﾞﾀｲﾖｳｺｳﾊﾂﾃﾞﾝﾃﾞｾｶｲｲﾁﾆﾅﾚﾀﾉｶ,,,ＮＥＤＯ　ＢＯＯＫＳ,,独立行政法人　新エネルギー・産業技術総合開発機構,ﾄﾞｸﾘﾂｷﾞｮｳｾｲﾎｳｼﾞﾝｼﾝｴﾈﾙｷﾞｰ･ｻﾝｷﾞｮｳｷﾞｼﾞｭﾂｿｳｺﾞｳｶｲﾊﾂｷｺｳ,,543.8,ｼ,,独立行政法人　新エネルギー・産業技術総合開発機構,2007,127,21,,,,新エネルギー産業技術総合開発機構∥シンエネルギー サンギョウ ギジュツ ソウゴウ カイハツ キコウ      →: 新エネルギー総合開発機構∥シンエネルギー ソウゴウ カイハツ キコウ  太陽光発電∥タイヨウコウハツデン      →: 上位語: 発電∥ハツデン      →: 関連語: 太陽電池∥タイヨウデンチ      →: 関連語: ソーラーシステム,寄付,,,,,,２００９．０４．０１　寄贈,,False,,,,False,,,,False,True,False,,
